106,0772a5d3-93e5-11eb-a736-0f5b20ecb2f1,Conscia Moments,66.72,60,15,53.69,REVIEW,Moderate name similarity | Country match | Some business context match
106,0131b200-93e5-11eb-a736-0f5b20ecb2f1,SJEC,24.4,60,7.5,35.26,REJECT,Country match | Some business context match
106,16119325-f3c9-11ed-bdfe-9de54b3cad17,Conscia Holdco A/S.,82.78,60,0,57.11,REVIEW,Strong name similarity | Country match
106,9e0079f9-93e4-11eb-8474-3bbe2d07207d,Conscia,82.47,0,0,32.99,REJECT,Strong name similarity
107,17e0c9a4-f6f9-11ec-bdd6-0f4385d7c8bf,RISKS GROUP LIMITED,100,60,50,74,ACCEPT,Strong name similarity | Country match | Moderate business context match
107,0198e829-02f3-11ed-872c-d3ce41ebb2c8,SOLUTICS,33.9,60,55,48.56,REJECT,Country match | Moderate business context match
107,39dfe365-93e5-11eb-8e19-198fb02d6f96,Control risks,90.75,100,0,76.3,ACCEPT,Strong name similarity | Perfect geographic match
107,be890a78-9d75-11ed-816c-8fdd7f384ea6,Control Risks Group Holdings Ltd.,96.5,100,65,91.6,STRONG_ACCEPT,Strong name similarity | Perfect geographic match | Strong business context match
107,02e254f3-0f8f-11ec-9f7a-a7367924fdbf,CONTROL GROUP,84.55,60,70,71.82,ACCEPT,Strong name similarity | Country match | Strong business context match
108,05411fc8-93e5-11eb-be3a-7f925cb94351,Corporate Good,70.67,100,25,73.27,ACCEPT,Strong name similarity | Perfect geographic match | Some business context match
108,00cc6083-93e5-11eb-b5f6-816dd10ac7b0,M&A Corporate Advisors,65.47,100,38,73.79,ACCEPT,Moderate name similarity | Perfect geographic match | Moderate business context match
108,e48e4e11-93e4-11eb-919a-b3f9a5ad205c,Corporate Communications,100,100,43,88.6,STRONG_ACCEPT,Strong name similarity | Perfect geographic match | Moderate business context match
108,1c234083-df9b-11ec-b9fa-cb66853c180d,Corporate Cup Norway,66.12,100,18,70.05,ACCEPT,Moderate name similarity | Perfect geographic match | Some business context match
108,3475c7a0-93e5-11eb-aa66-9b8d95e2171b,VERIDIAN,23,100,28,54.8,REVIEW,Perfect geographic match | Some business context match
109,1b4afc0c-8dec-11ec-8c86-416dde49cf85,Coupa Software India Pvt. Ltd.,94.83,60,73,76.53,ACCEPT,Strong name similarity | Country match | Strong business context match
109,1b1559ff-ac7d-11ef-8509-233e3e7f51a1,COUPA EVISA APPLICATION,59.57,60,35,54.83,REVIEW,Moderate name similarity | Country match | Moderate business context match
109,3c4a7af0-d8bf-11ec-a96b-5dbf7a0eac7e,COUPA,75.32,0,48,39.73,REJECT,Strong name similarity | Moderate business context match
109,2a2790c3-4332-11ef-b79a-0990e78896c7,Coupa Cats,63.17,60,35,56.27,REVIEW,Moderate name similarity | Country match | Moderate business context match
109,f62860c0-93e4-11eb-8e19-198fb02d6f96,Coupa,75.32,100,45,79.13,ACCEPT,Strong name similarity | Perfect geographic match | Moderate business context match
11,21c14442-93e5-11eb-a736-0f5b20ecb2f1,Kold Partners,24.2,100,0,49.68,REJECT,Perfect geographic match
11,0dabe191-0ca8-11ec-8cf8-f323b148f4ea,Reffo Invest,21,100,0,48.4,REJECT,Perfect geographic match
11,85356d41-f0a3-11ee-94a1-931fad84157d,Accutics,99,0,15,42.6,REJECT,Strong name similarity | Some business context match
11,347c7e63-93e5-11eb-90d2-e3355a7e800b,Accutics,99,60,15,66.6,REVIEW,Strong name similarity | Country match | Some business context match
11,98997e6d-cb24-11ef-ac8e-e75a8e7dc861,Ordeno,0,100,0,40,REJECT,Perfect geographic match
110,4be4c2c9-19ac-11f0-8c60-6f90bb77efef,Coursera,99,100,0,79.6,ACCEPT,Strong name similarity | Perfect geographic match
110,8a108d52-187b-11f0-be00-438c9435c865,Coursera,99,0,0,39.6,REJECT,Strong name similarity
110,7e044e20-93e4-11eb-8474-3bbe2d07207d,Coursera,99,100,15,82.6,STRONG_ACCEPT,Strong name similarity | Perfect geographic match | Some business context match
110,0f475754-1949-11f0-8258-8709e4075112,Coursera,99,100,0,79.6,ACCEPT,Strong name similarity | Perfect geographic match
110,d6c603ec-93e4-11eb-b997-8dd98d09cf25,Coursera Inc.,100,100,15,83,STRONG_ACCEPT,Strong name similarity | Perfect geographic match | Some business context match
111,b9ebf60e-f3c1-11ed-afbd-cd002aee0352,Crayon A/S.,100,60,20,68,REVIEW,Strong name similarity | Country match | Some business context match
111,f23128cc-8abe-11ec-bd59-abd3180c58e1,Crayon Danmark Inactive,72.3,60,0,52.92,REVIEW,Strong name similarity | Country match
111,06114cdd-2566-11ef-8cf6-9964b1248c28,Crayon,99,0,0,39.6,REJECT,Strong name similarity
111,56aaa4f8-2478-11ee-8a98-912a46450244,Crayon Bogføring,76.9,60,0,54.76,REVIEW,Strong name similarity | Country match
111,cd6d59f7-db91-11ed-94cd-43d0fd86d1aa,Crayon Cloud Day 2018,73.25,60,3,53.9,REVIEW,Strong name similarity | Country match | Some business context match
112,68be1d41-0513-11ec-a70c-db146ac6cf39,CEE CRAYON,83.4,100,0,73.36,ACCEPT,Strong name similarity | Perfect geographic match
112,16e36fd0-93e5-11eb-8e19-198fb02d6f96,Crayon Group,79.95,100,15,74.98,ACCEPT,Strong name similarity | Perfect geographic match | Some business context match
112,06114cdd-2566-11ef-8cf6-9964b1248c28,Crayon,99,100,0,79.6,ACCEPT,Strong name similarity | Perfect geographic match
112,a8683402-93e4-11eb-919a-b3f9a5ad205c,CRAYON,99,100,15,82.6,STRONG_ACCEPT,Strong name similarity | Perfect geographic match | Some business context match
112,f7470092-f0aa-11ee-b8f5-9b74febbb8ac,Crayon Software Asset,80.8,0,15,35.32,REJECT,Strong name similarity | Some business context match
113,11ca0c36-93e5-11eb-b997-8dd98d09cf25,Crayon Digital Pte Ltd.,100,60,15,67,REVIEW,Strong name similarity | Country match | Some business context match
113,1ca53f3b-1551-11ee-b700-f59c8be33a8a,Crayon Data,76.47,0,10,32.59,REJECT,Strong name similarity | Some business context match
113,c446e865-93e4-11eb-b89f-536884b3e7dd,Crayon Data,76.47,60,10,56.59,REVIEW,Strong name similarity | Country match | Some business context match
113,540f2cf7-127f-11ec-bb85-b19ad03f693c,CRAYON WHITE,76.87,60,10,56.75,REVIEW,Strong name similarity | Country match | Some business context match
113,6a476573-fc5f-11ed-8ac7-07e1fa4e1850,Crayon Creation,66.82,60,10,52.73,REVIEW,Moderate name similarity | Country match | Some business context match
114,e9e4da0f-a7ff-11ef-8655-574cf7ce429f,CrowdStrike Inc s.r.o.,92.13,60,25,65.85,REVIEW,Strong name similarity | Country match | Some business context match
114,8bd809f4-93e4-11eb-86dd-ffbd1b53140e,CrowdStrike,86.32,60,10,60.53,REVIEW,Strong name similarity | Country match | Some business context match
114,01be7de3-0c24-11ec-aa7c-a3d935d57c91,CrowdStrike,86.32,100,0,74.53,ACCEPT,Strong name similarity | Perfect geographic match
114,7bdcda32-93e4-11eb-a736-0f5b20ecb2f1,CrowdStrike,86.32,100,10,76.53,ACCEPT,Strong name similarity | Perfect geographic match | Some business context match
114,e5bc46c9-93e4-11eb-aa66-9b8d95e2171b,Finance MVP,28.6,60,0,35.44,REJECT,Country match
115,28925bc5-25ed-11ec-aead-1b6c482c25f5,SEARCHERS INTERNATIONAL,60.6,60,0,48.24,REJECT,Moderate name similarity | Country match
115,c7c58151-43ae-11ef-b5d2-e5c02fb4c089,Searcher,99,80,0,71.6,ACCEPT,Strong name similarity | Perfect geographic match
115,3193db2e-18b8-11f0-be32-2941c657608f,Soul searcher,81.2,60,0,56.48,REVIEW,Strong name similarity | Country match
115,02f741d3-1cf4-11ed-9376-f7c7d0ba5a98,Searcher,99,0,0,39.6,REJECT,Strong name similarity
115,04f86173-f76f-11ec-abbd-99ee6a0934d4,Location Searcher,79.75,0,15,34.9,REJECT,Strong name similarity | Some business context match
116,0158c209-93e5-11eb-86dd-ffbd1b53140e,Cushman & Wakefield Kft.,79.72,0,13,34.49,REJECT,Strong name similarity | Some business context match
116,01a00435-93e5-11eb-90d2-e3355a7e800b,Cushman,63.98,0,25,30.59,REJECT,Moderate name similarity | Some business context match
116,8d18b139-d8a2-11ec-b8dc-1183799f6f60,WAKEFIELD INTERFAITH FOOD PANTRY,58.33,60,0,47.33,REJECT,Moderate name similarity | Country match
116,e8e82741-5871-11ec-b633-39790144a985,Cushman & Wakefield Services Thailand Co. Ltd.,100,60,45,73,ACCEPT,Strong name similarity | Country match | Moderate business context match
116,05ea5813-93e5-11eb-90d2-e3355a7e800b,Dan Murdoch Risk Services,48.58,60,33,50.03,REVIEW,Moderate name similarity | Country match | Moderate business context match
117,00788ce8-719c-11ec-ad59-97db1d6fd63c,Thomas Møgelberg,34.5,100,0,53.8,REVIEW,Perfect geographic match
117,8cf23c21-2fa4-11ef-995e-c7c5c3379b0f,Dades Center,96.25,0,15,41.5,REJECT,Strong name similarity | Some business context match
117,00d4aae7-ac7f-11ef-8a17-ed5ac23e983d,Voigt Psykoterapi,41.3,100,0,56.52,REVIEW,Moderate name similarity | Perfect geographic match
117,1e999e70-93e5-11eb-91fb-73d498260b10,Dades,72,100,0,68.8,REVIEW,Strong name similarity | Perfect geographic match
117,153c2564-c386-11ec-a744-41e6fb69c40f,Dades,72,0,0,28.8,REJECT,Strong name similarity
118,8d8f08c6-93e4-11eb-90d2-e3355a7e800b,Bolig Magasinet,42.6,100,3,57.64,REVIEW,Moderate name similarity | Perfect geographic match | Some business context match
118,04d0828f-a79c-11ef-8415-1543cbb5e7b9,Revive by Notabene,36.2,100,0,54.48,REVIEW,Perfect geographic match
118,d73874c7-93e4-11eb-a736-0f5b20ecb2f1,Bonnier Magazine Data,59.75,100,0,63.9,REVIEW,Moderate name similarity | Perfect geographic match
118,024d3428-93e5-11eb-b4a6-27899be4e45d,Bonnier Publications,59.4,0,0,23.76,REJECT,Moderate name similarity
118,3d8c97b4-93e5-11eb-a736-0f5b20ecb2f1,Vi I Villa,26.2,100,0,50.48,REVIEW,Perfect geographic match
119,a11480ae-2a2a-11ef-917e-edda38f44563,Daily Jurr'at,100,0,15,43,REJECT,Strong name similarity | Some business context match
119,67f652a7-a783-11ef-b3a1-67cf963fa180,Print Ustad,35.2,100,0,54.08,REVIEW,Perfect geographic match
119,afbca972-26df-11ef-b361-c186349e3efa,Sonu Car Wrap,36.2,100,0,54.48,REVIEW,Perfect geographic match
119,274fad6c-c92c-11ef-b92c-292a20d200b3,Gorila Products,38,100,0,55.2,REVIEW,Perfect geographic match
119,01e830c0-93e5-11eb-91fb-73d498260b10,Daily Dunya,80.6,60,15,59.24,REVIEW,Strong name similarity | Country match | Some business context match
12,1dad5e32-0fae-11ec-99af-f9128d690cea,Immobilière Rolline,17.6,100,0,47.04,REJECT,Perfect geographic match
12,1d1d61eb-f3d2-11ed-aa3a-193884b43729,Acome Waga,100,60,0,64,REVIEW,Strong name similarity | Country match
12,1000ca72-f7d7-11ed-bb8f-e9ec1594da2e,Acome Xintai Cables Co. Ltd.,82.6,0,0,33.04,REJECT,Strong name similarity
12,fed105d4-93e4-11eb-9937-4fab995bf8ff,ACOME Company a Cooperative,82.05,100,0,72.82,ACCEPT,Strong name similarity | Perfect geographic match
12,103b4d96-0a65-11ed-8892-b3c6524186e4,A-COME motocykly Klatovy,84.8,0,0,33.92,REJECT,Strong name similarity
120,057557b1-7227-11ec-8591-955cbdeb7d48,Dansk Fodklinik,58.87,60,20,51.55,REVIEW,Moderate name similarity | Country match | Some business context match
120,00411085-93e5-11eb-b997-8dd98d09cf25,Dansk Klima Center ApS.,60.27,60,10,50.11,REVIEW,Moderate name similarity | Country match | Some business context match
120,03f972fc-0d5a-11ec-80e0-93929e77052e,Dansk Overpumpning,54.52,60,10,47.81,REJECT,Moderate name similarity | Country match | Some business context match
120,03cca834-93e5-11eb-91fb-73d498260b10,Auto Logik,24.4,60,25,38.76,REJECT,Country match | Some business context match
120,070edae0-93e5-11eb-b4a6-27899be4e45d,Dansk Kredit Råd,100,60,45,73,ACCEPT,Strong name similarity | Country match | Moderate business context match
121,1f89f1e3-93e5-11eb-b5f6-816dd10ac7b0,Dansk Sundhedssikring,90.2,100,0,76.08,ACCEPT,Strong name similarity | Perfect geographic match
121,05302fde-93e5-11eb-b89f-536884b3e7dd,Nem Ejendomsmægler,31,60,0,36.4,REJECT,Country match
121,094235a3-93e5-11eb-b89f-536884b3e7dd,Audiovox,18.2,100,0,47.28,REJECT,Perfect geographic match
121,05340b64-0d7e-11ec-9446-f58f707e24a6,Herlev Autolakering,30.4,100,0,52.16,REVIEW,Perfect geographic match
121,04410d32-00b7-11ec-a7ad-b7e7a1434f69,Hornung & Møller,30.4,100,0,52.16,REVIEW,Perfect geographic match
122,04dc4376-93e5-11eb-be5a-4f810ab55f2e,Danske Spil,68.42,60,15,54.37,REVIEW,Moderate name similarity | Country match | Some business context match
122,c6eb5470-93e4-11eb-9937-4fab995bf8ff,Danske Bank,100,60,52.5,74.5,ACCEPT,Strong name similarity | Country match | Moderate business context match
122,114fdce6-1246-11ec-9bdc-5f0970ddc6bb,Danske Bank CVI,96.43,60,45,71.57,ACCEPT,Strong name similarity | Country match | Moderate business context match
122,1c7e5102-fd64-11ec-82cf-f9c041394a5e,Danske Bank Filmklub,90.08,60,40,68.03,REVIEW,Strong name similarity | Country match | Moderate business context match
122,0df0b971-855f-11ec-8f13-c3d5db727fa9,Danske Bank Private Bank,89.93,60,63,72.57,ACCEPT,Strong name similarity | Country match | Strong business context match
123,fdd5fee0-9bc7-11ec-abde-87ab8965fdf7,Dantec Nordics,100,100,0,80,STRONG_ACCEPT,Strong name similarity | Perfect geographic match
123,000259c1-93e5-11eb-8e19-198fb02d6f96,DACB,31.6,60,0,36.64,REJECT,Country match
123,addf9634-93e4-11eb-aa66-9b8d95e2171b,EO PLAY,23.4,60,0,33.36,REJECT,Country match
123,03ae23b6-93e5-11eb-a736-0f5b20ecb2f1,DANTEC S.r.l.,72.77,0,0,29.11,REJECT,Strong name similarity
123,00f0a2a3-01c8-11ec-a568-573ca6a22696,Grillbar,22,100,0,48.8,REJECT,Perfect geographic match
124,a136ecd6-93e4-11eb-8859-29e7c34dee35,Deas Erhverv,68.85,60,0,51.54,REVIEW,Moderate name similarity | Country match
124,051f66f7-93e5-11eb-a746-fdabd18be9c6,Deas og mia,73.55,0,0,29.42,REJECT,Strong name similarity
124,01fe8e44-0fc0-11ec-b0d9-a5f64296aa37,DEASAero,60.8,0,10,26.32,REJECT,Moderate name similarity | Some business context match
124,00b85c80-0bf8-11ec-83e9-bfaaab8ed4b6,DEAS Asset Management,75.75,80,10,64.3,REVIEW,Strong name similarity | Perfect geographic match | Some business context match
124,08e9dc7d-93e5-11eb-919a-b3f9a5ad205c,DEAS Group,71.9,80,20,64.76,REVIEW,Strong name similarity | Perfect geographic match | Some business context match
125,4f6f0401-6cec-11ec-a657-5dce1df98a50,DEKOSTYLE - Schneiker,68.02,0,0,27.21,REJECT,Moderate name similarity
125,40886e70-0dfe-11ec-8e4d-69f7e8f6b135,Agentur Deko-Style,58.62,0,12,25.85,REJECT,Moderate name similarity | Some business context match
125,2840eeb8-93e5-11eb-8859-29e7c34dee35,Deko Style,62.8,100,12,67.52,REVIEW,Moderate name similarity | Perfect geographic match | Some business context match
125,11524e57-0597-11ec-8e73-0f4a9ebc5f02,DEKOSTYLE,83.57,0,0,33.43,REJECT,Strong name similarity
125,77e149df-2d20-11ed-ac34-439d1cb15678,DEKO STYLE,62.8,0,0,25.12,REJECT,Moderate name similarity
126,437e8817-0b39-11ec-9383-81b2adf7598a,Delfi A/S.,83.58,60,45,66.43,REVIEW,Strong name similarity | Country match | Moderate business context match
126,863e988f-1e6f-11ee-854a-956a4f651770,Delfi Imaging Consult I/S.,57.47,60,65,59.99,REVIEW,Moderate name similarity | Country match | Strong business context match
126,8647efa3-93e4-11eb-90d2-e3355a7e800b,Delfi Technologies,100,100,60,92,STRONG_ACCEPT,Strong name similarity | Perfect geographic match | Strong business context match
126,02554a72-93e5-11eb-be3a-7f925cb94351,Delfi e.V.,69.92,0,32.5,34.47,REJECT,Moderate name similarity | Moderate business context match
126,d8ab7b78-15a8-11ee-bf08-73c48dc8d8c3,Delfi Coaching v Ditte Hørmark,57.57,100,40,71.03,ACCEPT,Moderate name similarity | Perfect geographic match | Moderate business context match
127,0012550d-0a7b-11ef-8bde-6f8664069b7b,D’Ellas By Angie Laws,54.8,0,0,21.92,REJECT,Moderate name similarity
127,beddde1c-93e4-11eb-8859-29e7c34dee35,Dell,95.15,100,0,78.06,ACCEPT,Strong name similarity | Perfect geographic match
127,00717bef-0dc9-11ef-942c-19ca5b33e21a,Dellas hair Conceito,48.9,0,0,19.56,REJECT,Moderate name similarity
127,005371e6-0d39-11ef-8dff-d1630eba65ff,Dellas Bronze A.P,58.8,0,0,23.52,REJECT,Moderate name similarity
127,003a46be-1afd-11ec-bfbd-e3c34026a16f,Della's Canine Beauticians,52.4,0,0,20.96,REJECT,Moderate name similarity
128,6d7b3451-5833-11ec-a1d5-1962d286b5a1,Dell Elevator,45.1,60,12,44.44,REJECT,Moderate name similarity | Country match | Some business context match
128,1b69cea4-1575-11ee-b83f-b563f0b60169,Dell Service,44.05,60,12,44.02,REJECT,Moderate name similarity | Country match | Some business context match
128,1fe10718-f025-11ee-9eb6-8ba0a080e844,Dellstore Thailand,63.7,60,6,50.68,REVIEW,Moderate name similarity | Country match | Some business context match
128,19b0d795-59c6-11ed-befb-0d84f255ed04,Dell,61.1,60,0,48.44,REJECT,Moderate name similarity | Country match
128,2b1fc50c-f79a-11ed-8222-3fe74a01ff31,Dell Store,49.4,60,0,43.76,REJECT,Moderate name similarity | Country match
129,28d56f40-7c69-11ed-8530-f52ffa87f838,Dell blinds,61.15,60,15,51.46,REVIEW,Moderate name similarity | Country match | Some business context match
129,db126bb1-6d0e-11ec-bd4d-65aaf75c66b8,DELL Repairs,72.8,60,0,53.12,REVIEW,Strong name similarity | Country match
129,0e7148d3-f82f-11ed-ad06-ab02ea1aeed6,Promac Products,76.25,60,15,57.5,REVIEW,Strong name similarity | Country match | Some business context match
129,ee840c76-93e4-11eb-b997-8dd98d09cf25,Dell Technologies,56.8,60,15,49.72,REJECT,Moderate name similarity | Country match | Some business context match
129,150efdf1-93e5-11eb-8e19-198fb02d6f96,Dell Bank International d.a.c,53.2,60,15,48.28,REJECT,Moderate name similarity | Country match | Some business context match
13,1000ca72-f7d7-11ed-bb8f-e9ec1594da2e,Acome Xintai Cables Co. Ltd.,100,60,15,67,REVIEW,Strong name similarity | Country match | Some business context match
13,bd79e144-93e4-11eb-8ad6-7326edce8d21,Orient cable,57.4,60,15,49.96,REJECT,Moderate name similarity | Country match | Some business context match
13,064b15bc-93e5-11eb-b89f-536884b3e7dd,Power Plus Cable,41.9,0,12,19.16,REJECT,Moderate name similarity | Some business context match
13,d05f8026-d930-11ec-bdba-7101e691c765,Qingdao Acome Machinery Co. Ltd.,73.75,60,33,60.1,REVIEW,Strong name similarity | Country match | Moderate business context match
13,0379310c-93e5-11eb-aa66-9b8d95e2171b,Sunyking,17.6,60,9,32.84,REJECT,Country match | Some business context match
130,b69603af-1aff-11ec-bc98-195cbdc2446a,Deloitte Norge,67.02,100,35,73.81,ACCEPT,Moderate name similarity | Perfect geographic match | Moderate business context match
130,00b8fcd0-4756-11ef-869c-51ca69245739,Deloitte,79.17,0,35,38.67,REJECT,Strong name similarity | Moderate business context match
130,5ad35769-ce0d-11ed-9f55-9d7d9b09e936,Advokat Ola Fredriksen,48.7,60,0,43.48,REJECT,Moderate name similarity | Country match
130,0b8d4e55-0c5b-11ec-ab70-4b043d410160,Stock Restaurant,31.6,100,0,52.64,REVIEW,Perfect geographic match
130,b656cae1-93e4-11eb-8ad6-7326edce8d21,Deloitte Corporate Finance Norway,62.57,100,35,72.03,ACCEPT,Moderate name similarity | Perfect geographic match | Moderate business context match
131,046e3bba-5ede-11ef-8a7e-dd59898cc383,Deloitte Bulgaria,86.45,0,25,39.58,REJECT,Strong name similarity | Some business context match
131,b69603af-1aff-11ec-bc98-195cbdc2446a,Deloitte Norge,85,100,40,82,STRONG_ACCEPT,Strong name similarity | Perfect geographic match | Moderate business context match
131,03f0c9b1-1afe-11ec-bb7a-6f7aedb6d254,Deloitte Dominicana,80.75,0,25,37.3,REJECT,Strong name similarity | Some business context match
131,00b8fcd0-4756-11ef-869c-51ca69245739,Deloitte,100,0,40,48,REJECT,Strong name similarity | Moderate business context match
131,b656cae1-93e4-11eb-8ad6-7326edce8d21,Deloitte Corporate Finance Norway,72.15,100,40,76.86,ACCEPT,Strong name similarity | Perfect geographic match | Moderate business context match
132,28c9f4d8-93e5-11eb-8859-29e7c34dee35,Deloitte,71.55,0,46,37.82,REJECT,Strong name similarity | Moderate business context match
132,4d8576a2-14c1-11ee-98f2-2b13cee7793d,Deloitte Consulting Malaysia Sdn Bhd.,100,100,80,96,STRONG_ACCEPT,Strong name similarity | Perfect geographic match | Strong business context match
132,02ae0d33-1afa-11ec-89db-957f517ec91d,Deloitte,71.55,0,31,34.82,REJECT,Strong name similarity | Moderate business context match
